Practice code,Practice name, Opt-out , List Size , Opt-out Rate 
M92043,PENN SURGERY, 293 ," 6,419 ",4.56
M92044,WARSTONES SURGERY, 155 ," 4,120 ",3.76
M92607,WHITMORE REANS MEDICAL PRACTICE, 536 ," 15,796 ",3.39
M92609,ASHFIELD ROAD SURGERY, 279 ," 5,687 ",4.91
M92612,HEALTH AND BEYOND," 1,401 "," 38,364 ",3.65
M92627,BILSTON FAMILY PRACTICE, 118 ," 3,692 ",3.20
M92629,FORDHOUSES MEDICAL CENTRE, 180 ," 3,869 ",4.65
M92630,EAST PARK MEDICAL PRACTICE, 214 ," 5,637 ",3.80
M92640,TETTENHALL ROAD MEDICAL PRACTICE, 129 ," 2,586 ",4.99
M92649,DR MUDIGONDA, 93 ," 3,754 ",2.48
M92654,BAGARY'S MEDICAL PRACTICE, 239 ," 7,528 ",3.17
N81001,AUDLEM MEDICAL PRACTICE, 347 ," 5,066 ",6.85
N81002,KENMORE MEDICAL CENTRE, 699 ," 12,645 ",5.53
N81005,HELSBY HEALTH CENTRE, 689 ," 9,789 ",7.04
N81006,BUNBURY MEDICAL PRACTICE, 165 ," 5,371 ",3.07
N81007,HOLES LANE MEDICAL CENTRE, 419 ," 10,200 ",4.11
N81008,THE CEDARS MEDICAL CENTRE, 290 ," 10,719 ",2.71
N81009,HEATH LANE MEDICAL CENTRE, 376 ," 7,573 ",4.97
N81010,NANTWICH HEALTH CENTRE, 450 ," 7,307 ",6.16
N81011,BEVAN GROUP PRACTICE," 1,733 "," 14,902 ",11.63
N81012,GUARDIAN STREET MED/CTR, 657 ," 10,666 ",6.16
N81013,HIGH STREET SURGERY, 437 ," 7,425 ",5.89
N81014,BROOKFIELD SURGERY, 507 ," 9,210 ",5.50
N81016,MILLCROFT MEDICAL CENTRE, 818 ," 30,607 ",2.67
N81018,TARPORLEY HEALTH CENTRE, 381 ," 8,161 ",4.67
N81019,CASTLEFIELDS HEALTH CENTRE, 931 ," 13,574 ",6.86
N81020,PENKETH HEALTH CENTRE, 899 ," 13,069 ",6.88
N81022,MIDDLEWOOD PARTNERSHIP," 1,829 "," 34,008 ",5.38
N81024,SWANLOW MEDICAL CENTRE, 616 ," 10,440 ",5.90
N81025,FIRDALE MEDICAL CENTRE, 526 ," 9,891 ",5.32
N81027,READESMOOR MEDICAL GROUP PRACTICE, 574 ," 14,140 ",4.06
N81028,CAUSEWAY MEDICAL CENTRE, 404 ," 9,288 ",4.35
N81029,SOUTH PARK SURGERY, 553 ," 12,768 ",4.33
N81030,PRINCEWAY SURGERIES," 1,229 "," 17,497 ",7.02
N81031,DRS ADEY AND DANCY, 245 ," 5,919 ",4.14
N81032,ASHFIELDS PRIMARY CARE CENTRE," 1,114 "," 26,992 ",4.13
N81033,ALDERLEY EDGE MEDICAL CENTRE, 395 ," 8,687 ",4.55
N81034,BOUGHTON MEDICAL GROUP, 809 ," 12,916 ",6.26
N81035,FIR PARK MEDICAL CENTRE, 678 ," 11,271 ",6.02
N81036,SPRINGFIELDS MEDICAL CENTRE, 406 ," 7,713 ",5.26
N81037,THE BEECHES MEDICAL CTR, 578 ," 8,547 ",6.76
N81038,LAUREL BANK SURGERY, 598 ," 7,643 ",7.82
N81039,OAKLANDS, 481 ," 11,156 ",4.31
N81040,HIGH STREET PRACTICE WINSFORD, 362 ," 6,616 ",5.47
N81041,HELSBY STREET MED/CTR, 453 ," 8,452 ",5.36
N81043,HASLINGTON SURGERY, 426 ," 5,755 ",7.40
N81044,HUNGERFORD MEDICAL CENTRE, 311 ," 10,352 ",3.00
N81045,PEELHOUSE MEDICAL PLAZA," 1,083 "," 14,000 ",7.74
N81046,PARK MEDICAL CENTRE, 584 ," 10,200 ",5.73
N81047,THE KILTEARN MEDICAL CTR., 616 ," 13,123 ",4.69
N81048,FEARNHEAD CROSS MED.CTR., 431 ," 13,808 ",3.12
N81049,KNUTSFORD MEDICAL PARTNERSHIP," 1,053 "," 23,052 ",4.57
N81050,GREAT SUTTON MEDICAL CENTRE," 1,125 "," 20,163 ",5.58
N81051,THE WEAVERHAM SURGERY, 277 ," 7,337 ",3.78
N81052,LAWTON HOUSE SURGERY, 536 ," 11,848 ",4.52
N81053,EARNSWOOD MEDICAL CENTRE, 574 ," 16,591 ",3.46
N81054,WEAVER VALE PRACTICE, 429 ," 9,145 ",4.69
N81055,WATLING STREET SURGERY, 321 ," 7,268 ",4.42
N81056,FOLLY LANE MEDICAL CENTRE, 336 ," 10,322 ",3.26
N81057,TOWER HOUSE PRACTICE, 909 ," 12,890 ",7.05
N81059,CULCHETH MEDICAL CENTRE, 644 ," 12,366 ",5.21
N81060,NESTON SURGERY, 596 ," 9,259 ",6.44
N81061,WITTON STREET SURGERY, 487 ," 8,575 ",5.68
N81062,CUMBERLAND HOUSE SURGERY, 672 ," 15,359 ",4.38
N81063,YORK ROAD GROUP PRACTICE, 294 ," 11,824 ",2.49
N81064,NEWTOWN SURGERY, 210 ," 7,023 ",2.99
N81065,LATCHFORD MEDICAL CENTRE, 324 ," 7,557 ",4.29
N81066,GROVE HOUSE PRACTICE," 1,222 "," 14,556 ",8.40
N81067,OAKWOOD MEDICAL CENTRE, 404 ," 9,241 ",4.37
N81068,GROSVENOR MEDICAL CENTRE, 353 ," 14,792 ",2.39
N81069,CHELFORD SURGERY, 271 ," 4,423 ",6.13
N81070,HANDFORTH HEALTH CENTRE, 525 ," 9,906 ",5.30
N81071,GREENMOSS MEDICAL CENTRE, 251 ," 4,704 ",5.34
N81072,MURDISHAW, 409 ," 8,261 ",4.95
N81074,LAUNCESTON CLOSE SURGERY, 333 ," 5,331 ",6.25
N81075,STOCKTON HEATH MED.CENTRE, 746 ," 16,300 ",4.58
N81077,THE HEALTH CENTRE (HOLMES CHAPEL)," 1,383 "," 12,898 ",10.72
N81079,THE ELMS MEDICAL CENTRE, 501 ," 9,503 ",5.27
N81080,NORTHGATE MEDICAL CENTRE, 339 ," 8,212 ",4.13
N81081,GARDEN LANE MEDICAL CTR., 402 ," 9,771 ",4.11
N81082,CITY WALLS MEDICAL CENTRE, 666 ," 15,745 ",4.23
N81083,PARKVIEW MEDICAL CENTRE, 173 ," 5,260 ",3.29
N81084,ROPE GREEN MEDICAL CENTRE, 837 ," 19,408 ",4.31
N81085,PARK LANE SURGERY, 562 ," 9,189 ",6.12
N81086,WILMSLOW HEALTH CENTRE, 773 ," 14,537 ",5.32
N81087,DANEBRIDGE MEDICAL CENTRE," 1,170 "," 24,797 ",4.72
N81088,PARK GREEN SURGERY, 527 ," 11,396 ",4.62
N81089,GREENBANK SURGERY, 309 ," 8,459 ",3.65
N81090,TUDOR SURGERY, 216 ," 4,640 ",4.66
N81092,HOPE FARM MEDICAL CENTRE," 1,150 "," 13,179 ",8.73
N81093,WHITBY HEALTH PARTNERSHIP," 1,108 "," 15,980 ",6.93
N81096,BROOKVALE PRACTICE, 653 ," 8,700 ",7.51
N81097,DALLAM LANE MEDICAL CENTRE, 89 ," 2,787 ",3.19
N81100,UPTON VILLAGE SURGERY, 533 ," 7,439 ",7.16
N81101,THE HANDBRIDGE MED.CTR., 449 ," 7,546 ",5.95
N81102,FOUNTAINS MEDICAL PRACTICE, 145 ," 3,504 ",4.14
N81107,MANCHESTER ROAD SURGERY, 164 ," 3,225 ",5.09
N81108,THE LAKESIDE SURGERY, 435 ," 10,604 ",4.10
N81109,PADGATE MEDICAL CENTRE, 342 ," 6,584 ",5.19
N81111,MEREPARK MEDICAL CENTRE, 254 ," 6,929 ",3.67
N81113,MIDDLEWICH ROAD SURGERY, 264 ," 7,242 ",3.65
N81114,BIRCHWOOD MEDICAL CENTRE, 517 ," 11,188 ",4.62
N81115,LACHE HEALTH CENTRE, 268 ," 7,374 ",3.63
N81117,OLD HALL SURGERY, 242 ," 5,703 ",4.24
N81118,MEADOWSIDE MEDICAL CENTRE, 319 ," 8,197 ",3.89
N81119,HOUGH GREEN HEALTH PARK, 222 ," 5,061 ",4.39
N81120,KELSALL MEDICAL CENTRE, 278 ," 5,488 ",5.07
N81121,NORTHGATE VILLAGE SURGERY, 370 ," 6,793 ",5.45
N81122,WESTBROOK MEDICAL CENTRE, 561 ," 10,664 ",5.26
N81123,WILLOW WOOD SURGERY, 297 ," 6,653 ",4.46
N81125,NESTON MEDICAL CENTRE, 475 ," 7,461 ",6.37
N81127,THE WEAVER VALE SURGERY, 447 ," 8,078 ",5.53
N81607,WESTMINSTER SURGERY, 101 ," 3,387 ",2.98
N81614,THE SURGERY, 228 ," 5,192 ",4.39
N81619,OAKS PLACE SURGERY, 197 ," 3,897 ",5.06
N81623,STRETTON MEDICAL CENTRE, 380 ," 8,237 ",4.61
N81624,THE VILLAGE SURGERIES GROUP, 363 ," 8,668 ",4.19
N81626,WESTERN AVE MEDICAL CTRE, 198 ," 4,334 ",4.57
N81628,THE ERIC MOORE PARTNERSHIP, 312 ," 11,493 ",2.71
N81632,BROKEN CROSS SURGERY, 283 ," 5,729 ",4.94
N81637,COCKHEDGE MEDICAL CENTRE, 104 ," 2,992 ",3.48
N81642,WATERS EDGE MEDICAL CENTRE, 145 ," 4,704 ",3.08
N81645,4 SEASONS MEDICAL CENTRE, 73 ," 2,621 ",2.79
N81651,UPTON ROCKS PRIMARY CARE, 126 ," 3,403 ",3.70
N81655,ST WERBURGH'S MEDICAL PRACTICE HOMELESS, 11 , 366 ,3.01
N82001,THE MARGARET THOMPSON MED CENTRE, 421 ," 5,926 ",7.10
N82002,YEW TREE CENTRE, 254 ," 4,710 ",5.39
N82003,DOVECOT HEALTH CENTRE, 270 ," 3,956 ",6.83
N82004,GARSTON FAMILY HEALTH CENTRE, 176 ," 3,207 ",5.49
N82009,GRASSENDALE MEDICAL CENTRE, 563 ," 8,566 ",6.57
N82011,PRIORY MEDICAL CENTRE, 642 ," 10,723 ",5.99
N82014,LANCE LANE MEDICAL CENTRE, 433 ," 6,490 ",6.67
N82018,ELLERGREEN MEDICAL CENTRE, 736 ," 13,134 ",5.60
N82019,LANGBANK MEDICAL CENTRE, 335 ," 4,759 ",7.04
N82022,EDGE HILL HEALTH CENTRE, 342 ," 9,019 ",3.79
N82024,WEST DERBY MEDICAL CENTRE, 816 ," 13,059 ",6.25
N82026,PENNY LANE SURGERY, 749 ," 5,925 ",12.64
N82033,DINGLE PARK PRACTICE, 465 ," 5,768 ",8.06
N82034,THE VILLAGE SURGERY, 359 ," 5,999 ",5.98
N82035,MATHER AVENUE SURGERY, 759 ," 9,169 ",8.28
N82036,NETHERLEY HEALTH CENTRE, 258 ," 3,674 ",7.02
N82037,WESTMORELAND GP CENTRE, 778 ," 11,802 ",6.59
N82039,STORRSDALE MEDICAL CENTRE, 244 ," 3,825 ",6.38
N82041,OAK VALE MEDICAL CENTRE," 1,178 "," 11,870 ",9.92
N82046,SEFTON PARK MEDICAL CENTRE, 530 ," 9,021 ",5.88
N82048,WALTON MEDICAL CENTRE, 441 ," 6,691 ",6.59
N82049,WESTMINSTER MEDICAL CENTRE, 300 ," 6,419 ",4.67
N82050,GATEACRE MEDICAL CENTRE, 132 ," 2,396 ",5.51
N82052,TOWNSEND MEDICAL CENTRE, 300 ," 5,749 ",5.22
N82053,AINTREE PARK GROUP PRACTICE," 1,197 "," 16,623 ",7.20
N82054,ABERCROMBY FAMILY PRACTICE, 365 ," 7,018 ",5.20
N82058,ROCK COURT SURGERY, 283 ," 5,085 ",5.57
N82059,GREENBANK DRIVE SURGERY, 441 ," 5,828 ",7.57
N82062,FULWOOD GREEN MEDICAL CTR, 566 ," 7,183 ",7.88
N82065,EARLE ROAD MEDICAL CENTRE, 178 ," 4,112 ",4.33
N82066,WOOLTON HOUSE MEDICAL CTR, 955 ," 9,076 ",10.52
N82067,DR A GUPTA BENIM MEDICAL CENTRE, 149 ," 4,689 ",3.18
N82070,THE ELMS MEDICAL CENTRE, 753 ," 9,544 ",7.89
N82073,THE ASH SURGERY, 487 ," 6,613 ",7.36
N82074,OLD SWAN HEALTH CENTRE, 449 ," 9,391 ",4.78
N82076,BROWNLOW HEALTH @ PRINCES PARK, 496 ," 9,045 ",5.48
N82077,BOUSFIELD SURGERY - DR SHAH, 135 ," 2,666 ",5.06
N82078,BOUSFIELD - ROBERTS, 193 ," 3,398 ",5.68
N82079,GREENBANK ROAD SURGERY, 496 ," 6,338 ",7.83
N82081,ISLINGTON HOUSE MEDICAL CENTRE, 231 ," 4,985 ",4.63
N82082,ST. JAMES' HEALTH CENTRE, 317 ," 6,639 ",4.77
N82083,JUBILEE MEDICAL CENTRE, 578 ," 9,510 ",6.08
N82084,GATEACRE BROW SURGERY, 481 ," 6,672 ",7.21
N82086,ABINGDON FAMILY HEALTH CARE CENTRE, 216 ," 3,535 ",6.11
N82087,GILLMOSS MEDICAL CENTRE, 162 ," 2,326 ",6.96
N82089,PICTON GREEN, 139 ," 3,772 ",3.69
N82090,GREEN LANE MEDICAL CENTRE, 564 ," 9,389 ",6.01
N82091,GP PRACTICE RIVERSIDE (DR JUDE), 135 ," 2,252 ",5.99
N82092,THE VALLEY MEDICAL CENTRE, 525 ," 8,453 ",6.21
N82093,DERBY LANE MEDICAL CENTRE, 197 ," 3,479 ",5.66
N82094,BELLE VALE HEALTH CENTRE, 544 ," 8,158 ",6.67
N82095,ALBION SURGERY, 367 ," 4,654 ",7.89
N82097,THE GREY ROAD SURGERY, 365 ," 8,537 ",4.28
N82099,MERE LANE GROUP PRACTICE, 298 ," 8,164 ",3.65
N82101,KIRKDALE MEDICAL CENTRE, 113 ," 2,580 ",4.38
N82103,ANFIELD GROUP PRACTICE, 402 ," 8,263 ",4.87
N82104,STONEYCROFT MEDICAL CENTRE, 329 ," 4,286 ",7.68
N82106,THE VILLAGE MEDICAL CTRE, 294 ," 3,652 ",8.05
N82107,EDGE HILL HEALTH @ MOSSLEY HILL SURGERY, 97 ," 1,571 ",6.17
N82108,RUTHERFORD MEDICAL CENTRE, 612 ," 7,761 ",7.89
N82109,SPEKE HC - DR THAKUR, 349 ," 4,677 ",7.46
N82110,LONG LANE, 444 ," 8,030 ",5.53
N82113,FAIRFIELD MEDICAL CENTRE, 167 ," 7,828 ",2.13
N82115,VAUXHALL HEALTH CENTRE, 975 ," 8,393 ",11.62
N82116,HILLFOOT HEALTH," 1,011 "," 6,994 ",14.46
N82117,BROWNLOW GROUP PRACTICE," 1,956 "," 51,475 ",3.80
N82617,BROWNLOW AT MARYBONE, 368 ," 8,466 ",4.35
N82633,CALVARY HEALTH CENTRE, 151 ," 2,935 ",5.14
N82641,SANDRINGHAM MEDICAL CENTRE, 484 ," 6,357 ",7.61
N82645,BROWNLOW HEALTH AT KENSINGTON, 267 ," 7,466 ",3.58
N82646,DR JUDE'S PRACTICE - RIVERSIDE, 332 ," 9,342 ",3.55
N82648,POULTER ROAD MEDICAL CENTRE, 83 ," 1,899 ",4.37
N82650,SPEKE HC - DR SINGH & DR BICHA, 246 ," 4,174 ",5.89
N82651,STANLEY MEDICAL CENTRE, 213 ," 4,329 ",4.92
N82655,MOSS WAY, 155 ," 2,457 ",6.31
N82662,DUNSTAN VILLAGE GROUP PRACTICE, 283 ," 7,292 ",3.88
N82663,HORNSPIT MEDICAL CENTRE, 243 ," 4,094 ",5.94
N82664,ROCKY LANE MEDICAL CENTRE, 167 ," 3,058 ",5.46
N82668,WALTON VILLAGE MEDICAL CENTRE, 145 ," 2,959 ",4.90
N82669,GREAT HOMER STREET MEDICAL CENTRE, 173 ," 3,285 ",5.27
N82670,PARK VIEW, 165 ," 2,944 ",5.60
N82671,BIGHAM ROAD MEDICAL CENTRE, 45 ," 2,291 ",1.96
N82676,FIR TREE, 266 ," 4,319 ",6.16
N82678,STOPGATE LANE MEDICAL CTR, 155 ," 3,158 ",4.91
N83001,RAINBOW MEDICAL CENTRE, 670 ," 14,669 ",4.57
N83002,PATTERDALE LODGE MED CTRE, 394 ," 11,869 ",3.32
N83003,ORMSKIRK HOUSE SURGERY, 211 ," 7,382 ",2.86
N83005,VISTA ROAD SURGERY, 321 ," 8,439 ",3.80
N83006,PHOENIX MEDICAL CENTRE, 152 ," 3,569 ",4.26
N83007,LINGHOLME HEALTH CENTRE, 134 ," 2,650 ",5.06
N83008,BERRYMEAD FAMILY MED.CTR., 349 ," 7,952 ",4.39
N83009,WINGATE MEDICAL CENTRE, 685 ," 12,183 ",5.62
N83010,RAINHILL VILLAGE SURGERY, 387 ," 6,924 ",5.59
N83012,MILL STREET MEDICAL CTR., 390 ," 10,596 ",3.68
N83013,THE HEALTH CENTRE SURGERY, 405 ," 4,930 ",8.22
N83014,DINAS LANE MEDICAL CENTRE," 1,452 "," 10,717 ",13.55
N83015,BLUEBELL LANE SURGERY, 262 ," 4,710 ",5.56
N83017,HALL STREET MEDICAL CENTRE, 234 ," 4,953 ",4.72
N83018,STOCKBRIDGE VILLAGE HC, 471 ," 8,801 ",5.35
N83019,BILLINGE MEDICAL PRACTICE, 419 ," 8,591 ",4.88
N83020,HAYDOCK MEDICAL CENTRE," 1,064 "," 14,851 ",7.16
N83021,FOUR ACRE HEALTH CENTRE, 339 ," 8,242 ",4.11
N83023,ATLAS MEDICAL PRACTICE, 554 ," 8,951 ",6.19
N83024,PARK HOUSE MEDICAL CENTRE, 424 ," 7,531 ",5.63
N83025,CORNERWAYS MEDICAL CENTRE, 588 ," 9,445 ",6.23
N83026,PARKFIELD SURGERY, 77 ," 2,577 ",2.99
N83027,CENTRAL SURGERY, 556 ," 6,634 ",8.38
N83028,ASTON HEALTHCARE LIMITED," 1,360 "," 23,779 ",5.72
N83030,DR M SUARES' PRACTICE, 319 ," 5,381 ",5.93
N83031,ROSEHEATH SURGERY, 179 ," 2,608 ",6.86
N83032,MILLBROOK MEDICAL CENTRE, 824 ," 11,664 ",7.06
N83033,ST. LAURENCE'S MEDICAL CENTRE, 270 ," 5,732 ",4.71
N83035,THE SPINNEY MEDICAL CTR., 288 ," 7,130 ",4.04
N83041,RAINFORD HEALTH CENTRE, 318 ," 4,769 ",6.67
N83043,LONGVIEW MEDICAL CENTRE, 237 ," 3,930 ",6.03
N83045,NEWTON MEDICAL CENTRE, 182 ," 4,766 ",3.82
N83047,TARBOCK MEDICAL CENTRE, 370 ," 4,939 ",7.49
N83049,KENNETH MACRAE MED CENTRE," 1,352 "," 3,985 ",33.93
N83050,THE BOWERY MEDICAL CENTRE, 151 ," 4,207 ",3.59
N83053,LONGTON MEDICAL CENTRE, 574 ," 5,748 ",9.99
N83054,BETHANY MEDICAL CENTRE, 207 ," 4,144 ",5.00
N83055,TRENTHAM MEDICAL CENTRE, 315 ," 5,812 ",5.42
N83060,HOLLY BANK SURGERY, 113 ," 3,573 ",3.16
N83601,THE MACMILLAN SURGERY, 453 ," 6,345 ",7.14
N83603,PRESCOT MEDICAL CENTRE, 480 ," 6,875 ",6.98
N83605,HOLLIES MEDICAL CENTRE, 454 ," 6,018 ",7.54
N83608,DR MAASSARANI & PARTNERS, 543 ," 10,670 ",5.09
N83609,CEDAR CROSS MEDICAL CENTRE, 641 ," 4,238 ",15.13
N83610,COLBY MEDICAL CENTRE, 132 ," 2,336 ",5.65
N83614,ECCLESTON MEDICAL CENTRE, 250 ," 5,177 ",4.83
N83619,ROBY MEDICAL CENTRE, 185 ," 2,378 ",7.78
N83620,WINDERMERE MEDICAL CENTRE, 165 ," 3,343 ",4.94
N83621,HILLSIDE HOUSE SURGERY, 161 ," 2,808 ",5.73
N83622,PRIMROSE MEDICAL PRACTICE, 125 ," 2,665 ",4.69
N83624,DR RAHIL'S SURGERY, 140 ," 3,005 ",4.66
N83628,NEWTON COMMUNITY HOSPITAL PRACTICE, 199 ," 4,639 ",4.29
N83633,NUTGROVE VILLA SURGERY, 261 ," 3,712 ",7.03
N83635,THE CROSSROADS SURGERY, 134 ," 2,617 ",5.12
N83637,NEWHOLME SURGERY, 127 ," 3,395 ",3.74
N84001,42 KINGSWAY, 648 ," 9,403 ",6.89
N84002,AINTREE ROAD MEDICAL CENTRE, 96 ," 2,486 ",3.86
N84003,HIGH PASTURES SURGERY, 839 ," 10,334 ",8.12
N84004,GLOVERS LANE SURGERY, 517 ," 7,481 ",6.91
N84005,CUMBERLAND HOUSE SURGERY," 1,159 "," 11,325 ",10.23
N84006,CHAPEL LANE SURGERY, 712 ," 7,885 ",9.03
N84007,LIVERPOOL RD MEDICAL PRACTICE, 393 ," 5,951 ",6.60
N84008,NORWOOD SURGERY, 692 ," 9,838 ",7.03
N84010,MAGHULL FAMILY SURGERY, 221 ," 5,535 ",3.99
N84011,EASTVIEW SURGERY, 385 ," 6,602 ",5.83
N84012,AINSDALE MEDICAL CENTRE," 1,028 "," 11,585 ",8.87
N84013,CHRISTIANA HARTLEY MEDICAL PRACTICE, 780 ," 10,926 ",7.14
N84014,AINSDALE VILLAGE SURGERY, 256 ," 3,544 ",7.22
N84015,BOOTLE VILLAGE SURGERY, 358 ," 6,364 ",5.63
N84016,MOORE STREET MEDICAL CENTRE, 366 ," 6,185 ",5.92
N84017,CHURCHTOWN MEDICAL CENTRE, 804 ," 9,523 ",8.44
N84018,THE VILLAGE SURGERY FORMBY," 1,060 "," 13,806 ",7.68
N84019,NORTH PARK HEALTH CENTRE, 272 ," 6,436 ",4.23
N84020,BLUNDELLSANDS SURGERY, 627 ," 10,018 ",6.26
N84021,ST MARKS MEDICAL CENTRE (TCG MEDICAL), 637 ," 16,385 ",3.89
N84023,BRIDGE ROAD MEDICAL CENTRE, 516 ," 7,273 ",7.09
N84024,GRANGE SURGERY, 813 ," 9,349 ",8.70
N84025,WESTWAY MEDICAL CENTRE, 514 ," 9,109 ",5.64
N84026,CROSBY VILLAGE SURGERY, 180 ," 2,925 ",6.15
N84027,ORRELL PARK MEDICAL CENTRE, 265 ," 4,646 ",5.70
N84028,THE STRAND MEDICAL CENTRE, 431 ," 7,502 ",5.75
N84029,FORD MEDICAL PRACTICE, 359 ," 5,877 ",6.11
N84034,PARK STREET SURGERY, 297 ," 5,869 ",5.06
N84035,15 SEFTON ROAD, 316 ," 4,061 ",7.78
N84037,LINCOLN HOUSE SURGERY, 110 ," 2,023 ",5.44
N84038,CONCEPT HOUSE SURGERY, 307 ," 5,779 ",5.31
N84041,KINGSWAY SURGERY, 322 ," 5,366 ",6.00
N84043,SEAFORTH VILLAGE SURGERY, 81 ," 1,989 ",4.07
N84605,LITHERLAND PRACTICE, 202 ," 3,824 ",5.28
N84613,THE CORNER SURGERY (DR MULLA), 293 ," 4,238 ",6.91
N84614,THE MARSHSIDE SURGERY, 268 ," 2,987 ",8.97
N84615,RAWSON ROAD MEDICAL CENTRE, 151 ," 2,846 ",5.31
N84617,KEW SURGERY, 274 ," 4,546 ",6.03
N84618,THE HOLLIES FAMILY SURGERY, 315 ," 4,034 ",7.81
N84621,THORNTON SURGERY, 168 ," 2,905 ",5.78
N84625,THE FAMILY SURGERY, 271 ," 4,599 ",5.89
N84626,HIGHTOWN VILLAGE SURGERY, 121 ," 1,960 ",6.17
N84627,CROSSWAYS PRACTICE, 120 ," 2,502 ",4.80
N84630,NETHERTON SURGERY, 110 ," 2,740 ",4.01
N85002,MARINE LAKE MEDICAL PRACTICE," 1,567 "," 19,432 ",8.06
N85003,ALLPORT MEDICAL CENTRE, 240 ," 4,748 ",5.05
N85005,EASTHAM GROUP PRACTICE," 1,233 "," 11,404 ",10.81
N85006,CIVIC MEDICAL CENTRE, 659 ," 9,567 ",6.89
N85007,HESWALL & PENSBY GROUP PRACTICE," 1,399 "," 16,606 ",8.42
N85008,WEST WIRRAL GROUP PRACTICE, 863 ," 14,047 ",6.14
N85009,COMMONFIELD RD SURGERY, 516 ," 5,460 ",9.45
N85012,ST GEORGES MEDICAL CENTRE, 787 ," 9,560 ",8.23
N85013,UPTON GROUP PRACTICE, 835 ," 7,836 ",10.66
N85014,TOWNFIELD HEALTH CENTRE, 409 ," 5,505 ",7.43
N85015,DEVANEY MED CTR, 527 ," 7,827 ",6.73
N85016,RIVERSIDE SURGERY, 403 ," 8,038 ",5.01
N85017,CAVENDISH MEDICAL CENTRE, 289 ," 5,363 ",5.39
N85018,VILLA MED CTR, 555 ," 6,066 ",9.15
N85019,WHETSTONE LANE MED CTR, 412 ," 8,423 ",4.89
N85020,ST CATHERINE'S SURGERY, 967 ," 15,207 ",6.36
N85021,HAMILTON MED CTR, 142 ," 2,739 ",5.18
N85022,HOLMLANDS MED CTR, 226 ," 3,404 ",6.64
N85023,MANOR HEALTH CTR, 563 ," 5,723 ",9.84
N85024,SOMERVILLE MED CTR, 656 ," 8,844 ",7.42
N85025,ST HILARY GROUP PRACTICE, 350 ," 5,830 ",6.00
N85027,CENTRAL PARK MEDICAL CENTRE, 728 ," 10,449 ",6.97
N85028,MORETON CROSS GROUP PRACTICE," 5,929 "," 7,183 ",82.54
N85031,GLADSTONE MED CTR, 141 ," 3,924 ",3.59
N85032,GREASBY GROUP PRACTICE, 860 ," 7,002 ",12.28
N85037,HEATHERLANDS MED CTR, 257 ," 4,664 ",5.51
N85038,VITTORIA MED CTR G, 231 ," 4,677 ",4.94
N85040,MORETON HEALTH CLINIC, 412 ," 5,901 ",6.98
N85044,CLAUGHTON MEDICAL CENTRE," 1,397 "," 15,377 ",9.08
N85046,HOYLAKE RD MET CTR, 436 ," 4,731 ",9.22
N85047,ORCHARD SURGERY, 469 ," 6,150 ",7.63
N85048,MORETON MEDICAL CENTRE, 348 ," 5,349 ",6.51
N85051,SUNLIGHT GROUP PRACTICE, 860 ," 12,596 ",6.83
N85052,GROVE RD SURGERY, 394 ," 3,739 ",10.54
N85054,KINGS LANE MEDICAL PRACTICE, 238 ," 5,084 ",4.68
N85057,TEEHEY LANE SURGERY, 89 ," 1,975 ",4.51
N85059,HOYLAKE & MEOLS MEDICAL CTR, 411 ," 7,320 ",5.61
N85616,LISCARD GROUP PRACTICE, 300 ," 4,489 ",6.68
N85617,SPITAL SURGERY, 409 ," 4,580 ",8.93
N85620,THE VILLAGE MEDICAL CENTRE, 492 ," 6,553 ",7.51
N85625,MIRIAM PRIMARY CARE GROUP, 864 ," 15,065 ",5.74
N85629,EGREMONT MED CTR, 190 ," 4,326 ",4.39
N85633,CHURCH ROAD MEDICAL PRACTICE, 260 ," 4,300 ",6.05
N85634,VITTORIA MED CTR K, 79 ," 1,677 ",4.71
N85640,LEASOWE MEDICAL PRACTICE, 593 ," 2,883 ",20.57
N85643,PRENTON MEDICAL CENTRE_MURUGESH V, 296 ," 4,315 ",6.86
N85648,BLACKHEATH MED CTR, 402 ," 3,606 ",11.15
P81002,LANCASTER MEDICAL PRACTICE," 2,435 "," 66,085 ",3.68
P81003,ST JAMES' MEDICAL CENTRE, 487 ," 9,453 ",5.15
P81005,LITTLE HARWOOD HEALTH CENTRE, 725 ," 11,877 ",6.10
P81006,GARSTANG MEDICAL PRACTICE, 831 ," 19,869 ",4.18
P81008,YORKSHIRE STREET MEDICAL CENTRE, 271 ," 6,509 ",4.16
P81010,WITHNELL HEALTH CENTRE, 272 ," 5,489 ",4.96
P81013,QUEEN SQUARE MEDICAL PRACTICE, 776 ," 15,332 ",5.06
P81014,ORMSKIRK MEDICAL PRACTICE, 578 ," 9,052 ",6.39
P81015,LYTHAM ROAD SURGERY, 555 ," 11,403 ",4.87
P81016,WATERLOO MEDICAL CENTRE, 369 ," 12,228 ",3.02
P81017,WHALLEY MEDICAL CENTRE, 654 ," 14,131 ",4.63
P81018,ST FILLAN'S MEDICAL CTRE, 639 ," 8,491 ",7.53
P81020,BURNLEY GROUP PRACTICE," 1,245 "," 24,718 ",5.04
P81022,WITTON MEDICAL CENTRE, 452 ," 10,609 ",4.26
P81025,THE RICHMOND HILL PRACTICE, 338 ," 12,463 ",2.71
P81027,IRWELL MEDICAL PRACTICE, 959 ," 14,802 ",6.48
